y,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
poisonous,convex,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,white,1,large,chocolate,solitary,paths
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,several,paths
poisonous,flat,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,several,woods
poisonous,convex,scaly,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,solitary,grasses
poisonous,flat,fibrous,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,several,woods
poisonous,convex,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,solitary,grasses
poisonous,flat,fibrous,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,white,1,large,chocolate,several,woods
poisonous,convex,scaly,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,solitary,grasses
poisonous,convex,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,several,paths
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,several,paths
edible,flat,scaly,brown,1,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,white,1,pendant,brown,solitary,woods
poisonous,flat,fibrous,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,white,1,large,chocolate,solitary,woods
poisonous,convex,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,solitary,paths
poisonous,convex,smooth,gray,1,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,white,1,pendant,chocolate,scattered,grasses
poisonous,flat,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,several,paths
poisonous,convex,scaly,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,several,paths
poisonous,convex,fibrous,white,0,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,white,1,pendant,black,scattered,woods
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,solitary,woods
poisonous,flat,smooth,buff,1,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,smooth,white,white,white,1,pendant,chocolate,scattered,urban
poisonous,convex,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,white,1,large,chocolate,solitary,grasses
poisonous,convex,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,solitary,grasses
poisonous,flat,smooth,pink,1,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,2,pendant,green,several,grasses
poisonous,flat,smooth,buff,1,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,white,1,pendant,chocolate,several,urban
poisonous,convex,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,several,grasses
poisonous,convex,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,white,1,large,chocolate,solitary,grasses
poisonous,convex,scaly,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,white,1,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,solitary,paths
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,white,1,large,chocolate,several,paths
edible,flat,scaly,purple,0,none,free,close,narrow,purple,enlarging,missing,smooth,fibrous,white,white,white,1,flaring,chocolate,several,woods
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,solitary,grasses
edible,flat,fibrous,red,1,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,white,1,pendant,brown,several,woods
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,solitary,grasses
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,several,grasses
poisonous,convex,scaly,brown,0,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,white,1,enanescent,white,several,leaves
poisonous,convex,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,solitary,grasses
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,solitary,woods
poisonous,flat,fibrous,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,solitary,grasses
poisonous,convex,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,several,paths
poisonous,convex,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,solitary,grasses
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,solitary,grasses
poisonous,flat,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,several,paths
poisonous,flat,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,white,1,large,chocolate,solitary,grasses
edible,flat,scaly,brown,1,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,white,1,pendant,brown,solitary,woods
poisonous,convex,scaly,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,several,grasses
edible,flat,fibrous,red,1,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,white,1,pendant,black,solitary,woods
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,white,1,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,white,1,large,chocolate,solitary,paths
poisonous,flat,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,white,1,large,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,white,1,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,several,woods
poisonous,flat,fibrous,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,white,1,large,chocolate,several,woods
poisonous,flat,scaly,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,solitary,paths
poisonous,flat,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,white,1,large,chocolate,solitary,grasses
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,several,woods
poisonous,convex,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,white,1,large,chocolate,solitary,paths
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,several,woods
poisonous,convex,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,white,1,large,chocolate,solitary,paths
poisonous,flat,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,several,woods
poisonous,convex,fibrous,pink,0,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,white,1,pendant,black,scattered,woods
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,white,1,large,chocolate,several,woods
poisonous,convex,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,several,woods
poisonous,convex,scaly,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,solitary,grasses
poisonous,convex,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,white,1,large,chocolate,several,woods
poisonous,flat,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,several,paths
poisonous,convex,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,white,1,large,chocolate,several,woods
poisonous,flat,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,several,woods
poisonous,flat,scaly,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,white,1,large,chocolate,several,grasses
poisonous,convex,scaly,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,white,1,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,white,1,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,white,1,large,chocolate,several,woods
poisonous,convex,scaly,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,several,woods
poisonous,convex,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,solitary,grasses
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,several,grasses
poisonous,convex,scaly,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,solitary,woods
poisonous,flat,fibrous,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,white,1,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,several,grasses
poisonous,convex,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,several,woods
poisonous,convex,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,white,1,large,chocolate,solitary,woods
poisonous,flat,fibrous,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,several,paths
poisonous,convex,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,white,1,large,chocolate,several,woods
poisonous,flat,scaly,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,solitary,woods
poisonous,flat,fibrous,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,several,paths
edible,convex,smooth,pink,1,none,free,close,broad,red,enlarging,missing,smooth,smooth,white,white,white,2,enanescent,white,clustered,waste
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,several,woods
poisonous,convex,smooth,pink,0,creosote,free,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,white,1,pendant,black,several,woods
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,solitary,grasses
poisonous,flat,fibrous,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,solitary,grasses
edible,flat,fibrous,red,1,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,white,1,pendant,brown,solitary,woods
poisonous,convex,scaly,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,white,1,large,chocolate,several,woods
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,solitary,grasses
poisonous,flat,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,several,grasses
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,solitary,grasses
edible,flat,scaly,brown,1,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,white,1,pendant,brown,several,woods
poisonous,convex,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,white,1,large,chocolate,several,paths
poisonous,convex,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,white,1,large,chocolate,several,paths
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,white,1,large,chocolate,solitary,woods
poisonous,flat,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,solitary,woods
poisonous,flat,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,several,grasses
poisonous,convex,scaly,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,white,1,large,chocolate,solitary,grasses
poisonous,flat,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,solitary,paths
poisonous,convex,scaly,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,solitary,grasses
edible,flat,fibrous,gray,1,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,white,1,pendant,brown,solitary,woods
poisonous,convex,smooth,gray,1,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,smooth,white,white,white,1,pendant,chocolate,scattered,grasses
poisonous,convex,scaly,brown,0,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,white,1,enanescent,white,several,paths
poisonous,flat,smooth,gray,1,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,white,1,pendant,chocolate,several,grasses
poisonous,flat,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,white,1,large,chocolate,solitary,grasses
poisonous,flat,scaly,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,several,grasses
poisonous,flat,scaly,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,several,woods
edible,flat,scaly,red,1,none,free,close,broad,red,enlarging,missing,smooth,smooth,white,red,white,2,enanescent,white,clustered,waste
poisonous,flat,scaly,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,solitary,woods
poisonous,convex,scaly,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,white,1,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,solitary,grasses
edible,flat,scaly,brown,1,none,free,close,broad,red,enlarging,missing,smooth,smooth,red,red,white,2,enanescent,white,clustered,waste
poisonous,flat,scaly,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,white,1,large,chocolate,several,grasses
poisonous,knobbed,fibrous,brown,0,none,free,close,narrow,white,enlarging,missing,silky,scaly,white,brown,white,1,enanescent,white,several,woods
poisonous,flat,fibrous,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,several,paths
poisonous,convex,scaly,brown,0,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,white,1,enanescent,white,several,paths
poisonous,flat,fibrous,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,several,woods
poisonous,flat,fibrous,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,solitary,paths
poisonous,flat,smooth,white,1,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,white,1,pendant,chocolate,several,grasses
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,white,1,large,chocolate,several,woods
poisonous,convex,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,white,1,large,chocolate,solitary,grasses
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,solitary,grasses
edible,convex,scaly,red,1,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,red,white,2,enanescent,white,clustered,waste
poisonous,flat,scaly,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,several,woods
poisonous,bell,fibrous,yellow,0,none,free,close,narrow,white,enlarging,missing,silky,scaly,white,brown,white,1,enanescent,white,several,woods
poisonous,flat,scaly,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,several,woods
poisonous,convex,smooth,gray,1,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,white,1,pendant,chocolate,scattered,urban
poisonous,flat,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,white,1,large,chocolate,several,grasses
edible,knobbed,scaly,red,1,none,free,close,broad,red,enlarging,missing,smooth,smooth,white,white,white,2,enanescent,white,clustered,waste
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,white,1,large,chocolate,several,paths
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,white,1,large,chocolate,several,paths
edible,knobbed,scaly,brown,0,none,free,crowded,narrow,white,enlarging,bulbous,fibrous,smooth,white,brown,white,1,enanescent,white,several,leaves
poisonous,convex,smooth,white,0,creosote,free,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,white,1,pendant,brown,several,woods
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,white,1,large,chocolate,solitary,grasses
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,white,1,large,chocolate,solitary,woods
poisonous,flat,scaly,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,several,paths
poisonous,bell,smooth,buff,1,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,white,2,pendant,green,several,grasses
poisonous,convex,smooth,white,1,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,white,1,pendant,chocolate,several,grasses
edible,flat,scaly,red,1,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,white,1,pendant,brown,solitary,woods
poisonous,bell,smooth,white,1,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,white,2,pendant,green,several,meadows
edible,flat,scaly,pink,1,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,red,white,2,enanescent,white,clustered,waste
poisonous,convex,smooth,white,1,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,white,1,pendant,chocolate,several,grasses
edible,knobbed,scaly,brown,1,none,free,close,broad,white,enlarging,missing,smooth,smooth,white,white,white,2,enanescent,white,clustered,waste
poisonous,convex,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,solitary,paths
poisonous,flat,smooth,buff,1,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,smooth,white,white,white,1,pendant,chocolate,several,urban
poisonous,flat,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,several,woods
poisonous,convex,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,white,1,large,chocolate,several,woods
poisonous,convex,scaly,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,several,woods
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,solitary,paths
poisonous,convex,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,white,1,large,chocolate,several,woods
poisonous,convex,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,white,1,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,white,1,large,chocolate,solitary,paths
poisonous,convex,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,several,paths
edible,knobbed,smooth,red,1,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,white,white,2,enanescent,white,clustered,waste
edible,flat,scaly,brown,1,none,free,close,broad,red,enlarging,missing,smooth,smooth,red,white,white,2,enanescent,white,clustered,waste
edible,flat,smooth,buff,1,none,free,close,broad,white,enlarging,missing,smooth,smooth,red,white,white,2,enanescent,white,clustered,waste
poisonous,convex,scaly,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,several,woods
edible,flat,fibrous,gray,1,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,white,1,pendant,brown,several,woods
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,solitary,paths
poisonous,flat,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,solitary,grasses
poisonous,convex,smooth,gray,1,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,white,1,pendant,chocolate,several,grasses
poisonous,flat,fibrous,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,white,1,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,white,1,large,chocolate,several,grasses
poisonous,convex,scaly,brown,0,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,white,white,1,enanescent,white,several,leaves
poisonous,flat,fibrous,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,white,1,large,chocolate,several,paths
edible,flat,scaly,brown,1,none,free,close,broad,red,enlarging,missing,smooth,smooth,white,white,white,2,enanescent,white,clustered,waste
edible,flat,scaly,red,1,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,white,1,pendant,black,several,woods
poisonous,flat,scaly,gray,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,white,1,large,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,white,1,large,chocolate,several,paths
poisonous,flat,fibrous,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,white,1,large,chocolate,solitary,woods
edible,flat,fibrous,red,1,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,white,1,pendant,brown,several,woods
poisonous,convex,scaly,yellow,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,white,1,large,chocolate,several,paths
poisonous,flat,fibrous,yellow,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,0,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,white,1,large,chocolate,several,paths
poisonous,flat,scaly,yellow,0,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,white,1,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,0,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,white,1,large,chocolate,several,woods
